State,Measures,Year,Number of Records,Values
Alabama,Highway use of gasoline (thousand gallons),2020,1,2702225
Alaska,Highway use of gasoline (thousand gallons),2020,1,211646
Arizona,Highway use of gasoline (thousand gallons),2020,1,2511812
Arkansas,Highway use of gasoline (thousand gallons),2020,1,1326814
California,Highway use of gasoline (thousand gallons),2020,1,11487227
Colorado,Highway use of gasoline (thousand gallons),2020,1,1921601
Connecticut,Highway use of gasoline (thousand gallons),2020,1,1192564
Delaware,Highway use of gasoline (thousand gallons),2020,1,429937
District of Columbia,Highway use of gasoline (thousand gallons),2020,1,93883
Florida,Highway use of gasoline (thousand gallons),2020,1,7473496
Georgia,Highway use of gasoline (thousand gallons),2020,1,4403166
Hawaii,Highway use of gasoline (thousand gallons),2020,1,335260
Idaho,Highway use of gasoline (thousand gallons),2020,1,707918
Illinois,Highway use of gasoline (thousand gallons),2020,1,3662554
Indiana,Highway use of gasoline (thousand gallons),2020,1,2698260
Iowa,Highway use of gasoline (thousand gallons),2020,1,1309964
Kansas,Highway use of gasoline (thousand gallons),2020,1,1179982
Kentucky,Highway use of gasoline (thousand gallons),2020,1,1922559
Louisiana,Highway use of gasoline (thousand gallons),2020,1,1827355
Maine,Highway use of gasoline (thousand gallons),2020,1,535245
Maryland,Highway use of gasoline (thousand gallons),2020,1,2054135
Massachusetts,Highway use of gasoline (thousand gallons),2020,1,2109170
Michigan,Highway use of gasoline (thousand gallons),2020,1,3705704
Minnesota,Highway use of gasoline (thousand gallons),2020,1,2069451
Mississippi,Highway use of gasoline (thousand gallons),2020,1,1563457
Missouri,Highway use of gasoline (thousand gallons),2020,1,2760594
Montana,Highway use of gasoline (thousand gallons),2020,1,452601
Nebraska,Highway use of gasoline (thousand gallons),2020,1,789410
Nevada,Highway use of gasoline (thousand gallons),2020,1,984968
New Hampshire,Highway use of gasoline (thousand gallons),2020,1,568811
New Jersey,Highway use of gasoline (thousand gallons),2020,1,2971094
New Mexico,Highway use of gasoline (thousand gallons),2020,1,856035
New York,Highway use of gasoline (thousand gallons),2020,1,4426844
North Carolina,Highway use of gasoline (thousand gallons),2020,1,4121821
North Dakota,Highway use of gasoline (thousand gallons),2020,1,362481
Ohio,Highway use of gasoline (thousand gallons),2020,1,4137129
Oklahoma,Highway use of gasoline (thousand gallons),2020,1,1652166
Oregon,Highway use of gasoline (thousand gallons),2020,1,1298382
Pennsylvania,Highway use of gasoline (thousand gallons),2020,1,3973442
Rhode Island,Highway use of gasoline (thousand gallons),2020,1,304203
South Carolina,Highway use of gasoline (thousand gallons),2020,1,2343003
South Dakota,Highway use of gasoline (thousand gallons),2020,1,422257
Tennessee,Highway use of gasoline (thousand gallons),2020,1,2986014
Texas,Highway use of gasoline (thousand gallons),2020,1,12291098
Utah,Highway use of gasoline (thousand gallons),2020,1,1099325
Vermont,Highway use of gasoline (thousand gallons),2020,1,236701
Virginia,Highway use of gasoline (thousand gallons),2020,1,3497571
Washington,Highway use of gasoline (thousand gallons),2020,1,2187989
West Virginia,Highway use of gasoline (thousand gallons),2020,1,665085
Wisconsin,Highway use of gasoline (thousand gallons),2020,1,2153517
Wyoming,Highway use of gasoline (thousand gallons),2020,1,273102
United States,Highway use of gasoline (thousand gallons),2020,1,117251028
Alabama,Person miles (millions),2017,1,79025
Alabama,Person trips (millions),2017,1,5302
Alabama,Persons traveling (thousands),2017,1,4466
Alaska,Person miles (millions),2017,1,7989
Alaska,Person trips (millions),2017,1,858
Alaska,Persons traveling (thousands),2017,1,686
Arizona,Person miles (millions),2017,1,114303
Arizona,Person trips (millions),2017,1,7620
Arizona,Persons traveling (thousands),2017,1,6382
Arkansas,Person miles (millions),2017,1,29977
Arkansas,Person trips (millions),2017,1,3630
Arkansas,Persons traveling (thousands),2017,1,3084
California,Person miles (millions),2017,1,478606
California,Person trips (millions),2017,1,44001
California,Persons traveling (thousands),2017,1,36632
Colorado,Person miles (millions),2017,1,70132
Colorado,Person trips (millions),2017,1,6723
Colorado,Persons traveling (thousands),2017,1,4716
Connecticut,Person miles (millions),2017,1,31749
Connecticut,Person trips (millions),2017,1,3604
Connecticut,Persons traveling (thousands),2017,1,2952
Delaware,Person miles (millions),2017,1,14385
Delaware,Person trips (millions),2017,1,1083
Delaware,Persons traveling (thousands),2017,1,914
District of Columbia,Person miles (millions),2017,1,8771
District of Columbia,Person trips (millions),2017,1,1416
District of Columbia,Persons traveling (thousands),2017,1,1241
Florida,Person miles (millions),2017,1,216065
Florida,Person trips (millions),2017,1,21168
Florida,Persons traveling (thousands),2017,1,17719
Georgia,Person miles (millions),2017,1,131739
Georgia,Person trips (millions),2017,1,11079
Georgia,Persons traveling (thousands),2017,1,9563
Hawaii,Person miles (millions),2017,1,14148
Hawaii,Person trips (millions),2017,1,1663
Hawaii,Persons traveling (thousands),2017,1,1387
Idaho,Person miles (millions),2017,1,16462
Idaho,Person trips (millions),2017,1,2284
Idaho,Persons traveling (thousands),2017,1,1925
Illinois,Person miles (millions),2017,1,148527
Illinois,Person trips (millions),2017,1,15079
Illinois,Persons traveling (thousands),2017,1,11984
Indiana,Person miles (millions),2017,1,77584
Indiana,Person trips (millions),2017,1,7769
Indiana,Persons traveling (thousands),2017,1,5952
Iowa,Person miles (millions),2017,1,44703
Iowa,Person trips (millions),2017,1,4104
Iowa,Persons traveling (thousands),2017,1,3196
Kansas,Person miles (millions),2017,1,26396
Kansas,Person trips (millions),2017,1,3410
Kansas,Persons traveling (thousands),2017,1,2564
Kentucky,Person miles (millions),2017,1,65511
Kentucky,Person trips (millions),2017,1,5861
Kentucky,Persons traveling (thousands),2017,1,4445
Louisiana,Person miles (millions),2017,1,40795
Louisiana,Person trips (millions),2017,1,5299
Louisiana,Persons traveling (thousands),2017,1,3829
Maine,Person miles (millions),2017,1,19906
Maine,Person trips (millions),2017,1,1847
Maine,Persons traveling (thousands),2017,1,1611
Maryland,Person miles (millions),2017,1,86591
Maryland,Person trips (millions),2017,1,6826
Maryland,Persons traveling (thousands),2017,1,5650
Massachusetts,Person miles (millions),2017,1,70566
Massachusetts,Person trips (millions),2017,1,8396
Massachusetts,Persons traveling (thousands),2017,1,6191
Michigan,Person miles (millions),2017,1,123098
Michigan,Person trips (millions),2017,1,11473
Michigan,Persons traveling (thousands),2017,1,9260
Minnesota,Person miles (millions),2017,1,112562
Minnesota,Person trips (millions),2017,1,7169
Minnesota,Persons traveling (thousands),2017,1,5815
Mississippi,Person miles (millions),2017,1,38104
Mississippi,Person trips (millions),2017,1,3291
Mississippi,Persons traveling (thousands),2017,1,2820
Missouri,Person miles (millions),2017,1,59051
Missouri,Person trips (millions),2017,1,6104
Missouri,Persons traveling (thousands),2017,1,4983
Montana,Person miles (millions),2017,1,15457
Montana,Person trips (millions),2017,1,1296
Montana,Persons traveling (thousands),2017,1,1109
Nebraska,Person miles (millions),2017,1,18347
Nebraska,Person trips (millions),2017,1,2211
Nebraska,Persons traveling (thousands),2017,1,1739
Nevada,Person miles (millions),2017,1,20873
Nevada,Person trips (millions),2017,1,2714
Nevada,Persons traveling (thousands),2017,1,2240
New Hampshire,Person miles (millions),2017,1,17592
New Hampshire,Person trips (millions),2017,1,1796
New Hampshire,Persons traveling (thousands),2017,1,1419
New Jersey,Person miles (millions),2017,1,138226
New Jersey,Person trips (millions),2017,1,11289
New Jersey,Persons traveling (thousands),2017,1,8954
New Mexico,Person miles (millions),2017,1,23516
New Mexico,Person trips (millions),2017,1,2665
New Mexico,Persons traveling (thousands),2017,1,1837
New York,Person miles (millions),2017,1,208063
New York,Person trips (millions),2017,1,22449
New York,Persons traveling (thousands),2017,1,18683
North Carolina,Person miles (millions),2017,1,125679
North Carolina,Person trips (millions),2017,1,11576
North Carolina,Persons traveling (thousands),2017,1,9449
North Dakota,Person miles (millions),2017,1,8421
North Dakota,Person trips (millions),2017,1,842
North Dakota,Persons traveling (thousands),2017,1,709
Ohio,Person miles (millions),2017,1,121105
Ohio,Person trips (millions),2017,1,14142
Ohio,Persons traveling (thousands),2017,1,11374
Oklahoma,Person miles (millions),2017,1,62418
Oklahoma,Person trips (millions),2017,1,4699
Oklahoma,Persons traveling (thousands),2017,1,3802
Oregon,Person miles (millions),2017,1,45259
Oregon,Person trips (millions),2017,1,5271
Oregon,Persons traveling (thousands),2017,1,4040
Pennsylvania,Person miles (millions),2017,1,138213
Pennsylvania,Person trips (millions),2017,1,13811
Pennsylvania,Persons traveling (thousands),2017,1,11582
Rhode Island,Person miles (millions),2017,1,10035
Rhode Island,Person trips (millions),2017,1,1298
Rhode Island,Persons traveling (thousands),2017,1,1045
South Carolina,Person miles (millions),2017,1,64848
South Carolina,Person trips (millions),2017,1,5615
South Carolina,Persons traveling (thousands),2017,1,4610
South Dakota,Person miles (millions),2017,1,12981
South Dakota,Person trips (millions),2017,1,962
South Dakota,Persons traveling (thousands),2017,1,765
Tennessee,Person miles (millions),2017,1,94500
Tennessee,Person trips (millions),2017,1,7424
Tennessee,Persons traveling (thousands),2017,1,6051
Texas,Person miles (millions),2017,1,354091
Texas,Person trips (millions),2017,1,30410
Texas,Persons traveling (thousands),2017,1,25468
United States,Person miles (millions),2017,1,3970287
United States,Person trips (millions),2017,1,371152
United States,Persons traveling (thousands),2017,1,301599
Utah,Person miles (millions),2017,1,36119
Utah,Person trips (millions),2017,1,4558
Utah,Persons traveling (thousands),2017,1,3281
Vermont,Person miles (millions),2017,1,8230
Vermont,Person trips (millions),2017,1,920
Vermont,Persons traveling (thousands),2017,1,740
Virginia,Person miles (millions),2017,1,124617
Virginia,Person trips (millions),2017,1,10383
Virginia,Persons traveling (thousands),2017,1,8344
Washington,Person miles (millions),2017,1,95163
Washington,Person trips (millions),2017,1,7881
Washington,Persons traveling (thousands),2017,1,6447
West Virginia,Person miles (millions),2017,1,18106
West Virginia,Person trips (millions),2017,1,2305
West Virginia,Persons traveling (thousands),2017,1,1967
Wisconsin,Person miles (millions),2017,1,73537
Wisconsin,Person trips (millions),2017,1,6817
Wisconsin,Persons traveling (thousands),2017,1,5425
Wyoming,Person miles (millions),2017,1,8145
Wyoming,Person trips (millions),2017,1,761
Wyoming,Persons traveling (thousands),2017,1,553
Alabama,Person miles (millions),2017,1,79025
Alabama,Person trips (millions),2017,1,5302
Alabama,Persons traveling (thousands),2017,1,4466
Alaska,Person miles (millions),2017,1,7989
Alaska,Person trips (millions),2017,1,858
Alaska,Persons traveling (thousands),2017,1,686
Arizona,Person miles (millions),2017,1,114303
Arizona,Person trips (millions),2017,1,7620
Arizona,Persons traveling (thousands),2017,1,6382
Arkansas,Person miles (millions),2017,1,29977
Arkansas,Person trips (millions),2017,1,3630
Arkansas,Persons traveling (thousands),2017,1,3084
California,Person miles (millions),2017,1,478606
California,Person trips (millions),2017,1,44001
California,Persons traveling (thousands),2017,1,36632
Colorado,Person miles (millions),2017,1,70132
Colorado,Person trips (millions),2017,1,6723
Colorado,Persons traveling (thousands),2017,1,4716
Connecticut,Person miles (millions),2017,1,31749
Connecticut,Person trips (millions),2017,1,3604
Connecticut,Persons traveling (thousands),2017,1,2952
Delaware,Person miles (millions),2017,1,14385
Delaware,Person trips (millions),2017,1,1083
Delaware,Persons traveling (thousands),2017,1,914
District of Columbia,Person miles (millions),2017,1,8771
District of Columbia,Person trips (millions),2017,1,1416
District of Columbia,Persons traveling (thousands),2017,1,1241
Florida,Person miles (millions),2017,1,216065
Florida,Person trips (millions),2017,1,21168
Florida,Persons traveling (thousands),2017,1,17719
Georgia,Person miles (millions),2017,1,131739
Georgia,Person trips (millions),2017,1,11079
Georgia,Persons traveling (thousands),2017,1,9563
Hawaii,Person miles (millions),2017,1,14148
Hawaii,Person trips (millions),2017,1,1663
Hawaii,Persons traveling (thousands),2017,1,1387
Idaho,Person miles (millions),2017,1,16462
Idaho,Person trips (millions),2017,1,2284
Idaho,Persons traveling (thousands),2017,1,1925
Illinois,Person miles (millions),2017,1,148527
Illinois,Person trips (millions),2017,1,15079
Illinois,Persons traveling (thousands),2017,1,11984
Indiana,Person miles (millions),2017,1,77584
Indiana,Person trips (millions),2017,1,7769
Indiana,Persons traveling (thousands),2017,1,5952
Iowa,Person miles (millions),2017,1,44703
Iowa,Person trips (millions),2017,1,4104
Iowa,Persons traveling (thousands),2017,1,3196
Kansas,Person miles (millions),2017,1,26396
Kansas,Person trips (millions),2017,1,3410
Kansas,Persons traveling (thousands),2017,1,2564
Kentucky,Person miles (millions),2017,1,65511
Kentucky,Person trips (millions),2017,1,5861
Kentucky,Persons traveling (thousands),2017,1,4445
Louisiana,Person miles (millions),2017,1,40795
Louisiana,Person trips (millions),2017,1,5299
Louisiana,Persons traveling (thousands),2017,1,3829
Maine,Person miles (millions),2017,1,19906
Maine,Person trips (millions),2017,1,1847
Maine,Persons traveling (thousands),2017,1,1611
Maryland,Person miles (millions),2017,1,86591
Maryland,Person trips (millions),2017,1,6826
Maryland,Persons traveling (thousands),2017,1,5650
Massachusetts,Person miles (millions),2017,1,70566
Massachusetts,Person trips (millions),2017,1,8396
Massachusetts,Persons traveling (thousands),2017,1,6191
Michigan,Person miles (millions),2017,1,123098
Michigan,Person trips (millions),2017,1,11473
Michigan,Persons traveling (thousands),2017,1,9260
Minnesota,Person miles (millions),2017,1,112562
Minnesota,Person trips (millions),2017,1,7169
Minnesota,Persons traveling (thousands),2017,1,5815
Mississippi,Person miles (millions),2017,1,38104
Mississippi,Person trips (millions),2017,1,3291
Mississippi,Persons traveling (thousands),2017,1,2820
Missouri,Person miles (millions),2017,1,59051
Missouri,Person trips (millions),2017,1,6104
